CustomerID,Age,TenureMonths,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,Churn
C0412,56,11,44.7,509.76,Month-to-Month,Fiber,Bank Transfer,1
C0413,56,11,44.7,439.37,One Year,DSL,Bank Transfer,0
C0414,56,11,,,One Year,DSL,Credit Card,0
C0415,56,,44.7,17.47,Month-to-Month,DSL,Credit Card,0
C0416,56,11,44.7,434.47,,None,,0
C0417,56,11,44.7,,One Year,Fiber,Credit Card,0
C0418,56,11,44.7,,month-to-month,DSL,Bank Transfer,1
C0419,56,,44.7,-25.81,Month-to-Month,Fiber,Bank Transfer,0
C0420,,11,44.7,508.4,One Year,Fiber,Credit Card,0
C0421,56,11,44.7,451.64,month-to-month,None,Mailed Check,1
C0422,56,11,44.7,524.18,One Year,DSL,Bank Transfer,0
C0423,,11,44.7,477.57,Two Year,,Credit Card,0
C0424,unknown,,,,Month-to-Month,Fiber,Credit Card,0
C0425,unknown,,44.7,34.61,Month-to-Month,DSL,Credit Card,0
C0426,56,11,,,Month-to-Month,Fiber,Mailed Check,1
C0427,56,,44.7,-15.56,Month-to-Month,Fiber,Bank Transfer,0
C0428,56,11,,,month-to-month,fiber,Credit Card,1
C0429,56,11,44.7,528.71,Month-to-Month,DSL,Credit Card,1
C0430,unknown,11,44.7,489.76,,fiber,Bank Transfer,0
C0431,56,11,,,,Fiber,Bank Transfer,0
C0432,56,11,44.7,479.36,Month-to-Month,fiber,Bank Transfer,1
C0433,,11,,,Month-to-Month,Fiber,Credit Card,1
C0434,56,11,44.7,526.32,month-to-month,fiber,Credit Card,1
C0435,56,11,44.7,501.78,,Fiber,Bank Transfer,0
C0436,56,11,44.7,,Month-to-Month,Fiber,,1
C0437,56,11,44.7,550.42,Month-to-Month,DSL,Credit Card,1
C0438,,11,44.7,505.31,One Year,fiber,Bank Transfer,0
C0439,56,11,44.7,462.23,One Year,Fiber,Bank Transfer,0
C0440,56,,44.7,-10.28,Month-to-Month,Fiber,Bank Transfer,0
C0441,56,11,44.7,496.81,Two Year,fiber,Credit Card,0
C0442,56,11,44.7,510.01,Month-to-Month,Fiber,Mailed Check,1
C0443,,11,44.7,496.41,Month-to-Month,Fiber,Bank Transfer,1
C0444,,11,44.7,,Month-to-Month,Fiber,Bank Transfer,1
C0445,56,11,44.7,426.14,Month-to-Month,Fiber,Credit Card,1
C0446,,11,44.7,526.02,Month-to-Month,fiber,Credit Card,0
C0447,56,11,44.7,444.86,Month-to-Month,None,Credit Card,1
C0448,56,,44.7,41.4,Month-to-Month,DSL,Mailed Check,0
C0449,56,11,44.7,459.62,Month-to-Month,,Credit Card,1
C0450,56,11,,,Month-to-Month,DSL,Bank Transfer,1
C0451,56,11,44.7,438.09,,Fiber,Credit Card,0
C0452,56,11,44.7,,Month-to-Month,Fiber,Bank Transfer,1
C0453,56,11,44.7,480.39,Month-to-Month,Fiber,Bank Transfer,1
C0454,56,11,44.7,481.21,One Year,Fiber,Credit Card,0
C0455,56,,44.7,,,fiber,Credit Card,0
C0456,56,11,44.7,446.27,Month-to-Month,None,Credit Card,1
C0457,56,11,44.7,501.35,One Year,Fiber,Bank Transfer,0
C0458,56,11,44.7,498.46,Two Year,DSL,Bank Transfer,0
C0459,56,11,,,One Year,None,Credit Card,0
C0460,56,11,,,Month-to-Month,fiber,Bank Transfer,1
C0461,56,11,44.7,512.48,One Year,fiber,Credit Card,0
C0462,56,11,44.7,469.71,Month-to-Month,DSL,Credit Card,1
C0463,56,11,44.7,546.24,One Year,None,Credit Card,0
C0464,56,,44.7,7.02,Two Year,DSL,Mailed Check,0
C0465,56,11,44.7,484.24,Month-to-Month,DSL,Credit Card,1
C0466,56,,44.7,-59.01,Two Year,Fiber,Credit Card,0
C0467,56,11,44.7,458.18,Month-to-Month,Fiber,Credit Card,1
C0468,56,11,44.7,490.0,Two Year,DSL,Credit Card,0
C0469,56,11,44.7,528.27,Month-to-Month,Fiber,Bank Transfer,1
C0470,56,11,,,Month-to-Month,Fiber,Credit Card,1
C0471,unknown,11,,,Month-to-Month,None,Credit Card,1
C0472,56,11,44.7,488.87,,Fiber,Bank Transfer,0
C0473,56,11,44.7,504.29,Month-to-Month,DSL,Credit Card,1
C0474,56,11,,,Month-to-Month,DSL,Mailed Check,1
C0475,,11,44.7,532.1,Month-to-Month,,Bank Transfer,1
C0476,,11,44.7,477.47,One Year,DSL,Credit Card,0
C0477,56,11,44.7,493.9,One Year,Fiber,Bank Transfer,0
C0478,56,11,44.7,481.61,Month-to-Month,DSL,Credit Card,0
C0479,56,11,44.7,505.01,Month-to-Month,None,Bank Transfer,1
C0480,56,11,,,Month-to-Month,,Bank Transfer,1
C0481,56,11,,,Month-to-Month,Fiber,Credit Card,1
C0482,56,11,44.7,457.14,Month-to-Month,Fiber,Bank Transfer,1
C0483,unknown,11,44.7,481.87,Two Year,fiber,Mailed Check,0
C0484,56,11,,,Month-to-Month,Fiber,,1
C0485,56,11,44.7,481.55,Month-to-Month,DSL,Bank Transfer,1
C0486,56,11,,,Month-to-Month,Fiber,Bank Transfer,1
C0487,,11,44.7,,,Fiber,Credit Card,0
C0488,unknown,11,44.7,523.16,,Fiber,Credit Card,0
C0489,56,11,44.7,541.36,Two Year,Fiber,Bank Transfer,0
C0490,56,11,44.7,506.44,Month-to-Month,DSL,Credit Card,1
C0491,56,11,44.7,480.96,Month-to-Month,fiber,Mailed Check,1
C0492,56,11,44.7,434.42,Month-to-Month,Fiber,Credit Card,1
C0493,56,11,44.7,,Month-to-Month,None,Credit Card,1
C0494,56,11,44.7,531.25,One Year,Fiber,Credit Card,0
C0495,56,11,44.7,,Two Year,DSL,Mailed Check,0
C0496,56,11,,,month-to-month,Fiber,Bank Transfer,1
C0497,56,11,,,Two Year,fiber,Bank Transfer,0
C0498,56,11,44.7,,Month-to-Month,None,Credit Card,1
C0499,56,11,44.7,502.03,One Year,DSL,Mailed Check,0
C0500,56,11,44.7,489.47,Month-to-Month,None,Credit Card,1
C0501,56,11,44.7,461.11,Month-to-Month,DSL,Mailed Check,1
C0502,56,11,,,Two Year,,Bank Transfer,0
C0503,56,11,44.7,519.73,Month-to-Month,None,Credit Card,1
C0504,56,11,44.7,488.73,Month-to-Month,fiber,Bank Transfer,1
C0505,56,11,,,Month-to-Month,DSL,Bank Transfer,1
C0506,56,11,44.7,473.62,One Year,Fiber,Credit Card,0
C0507,56,11,44.7,510.77,Two Year,DSL,Mailed Check,0
C0508,,11,,,Month-to-Month,Fiber,Bank Transfer,1
C0509,56,11,44.7,,Two Year,DSL,Credit Card,0
C0510,56,11,,,Month-to-Month,DSL,Credit Card,1
C0511,,11,44.7,475.24,Month-to-Month,DSL,Bank Transfer,1
C0512,56,,44.7,-87.21,Two Year,Fiber,Bank Transfer,0
C0513,,11,44.7,480.46,One Year,Fiber,Bank Transfer,0
C0514,56,11,,,,DSL,Bank Transfer,0
C0515,56,11,44.7,499.27,Month-to-Month,,Bank Transfer,1
C0516,56,11,44.7,456.12,One Year,Fiber,,0
C0517,56,11,44.7,486.54,One Year,Fiber,Bank Transfer,0
C0518,56,11,44.7,486.61,month-to-month,None,Mailed Check,1
C0519,unknown,,44.7,50.94,Month-to-Month,DSL,Credit Card,0
C0520,56,11,44.7,,Two Year,Fiber,Credit Card,0
C0521,56,,44.7,,One Year,Fiber,Credit Card,0
C0522,56,11,44.7,465.75,Month-to-Month,Fiber,Bank Transfer,1
C0523,56,11,44.7,507.46,Month-to-Month,,Mailed Check,1
C0524,56,11,44.7,457.57,Month-to-Month,Fiber,Credit Card,1
C0525,56,11,44.7,482.32,One Year,Fiber,Credit Card,0
C0526,56,11,,,month-to-month,Fiber,Mailed Check,1
C0527,56,11,44.7,510.0,One Year,Fiber,Credit Card,0
C0528,56,11,,,One Year,None,Bank Transfer,0
C0529,56,11,44.7,507.2,One Year,Fiber,Bank Transfer,0
C0530,56,11,44.7,520.89,Month-to-Month,Fiber,Mailed Check,1
C0531,56,11,44.7,506.15,Month-to-Month,DSL,Credit Card,1
C0532,56,11,44.7,470.82,Month-to-Month,Fiber,Credit Card,1
C0533,,11,44.7,480.4,Month-to-Month,Fiber,Bank Transfer,1
C0534,56,11,44.7,485.51,Month-to-Month,None,Mailed Check,1
C0535,56,11,44.7,509.86,One Year,None,Bank Transfer,0
C0536,56,11,44.7,525.16,Month-to-Month,fiber,Credit Card,0
C0537,56,11,44.7,483.29,Month-to-Month,fiber,Bank Transfer,1
C0538,56,11,44.7,436.92,Month-to-Month,DSL,Mailed Check,1
C0539,56,11,44.7,436.62,Month-to-Month,Fiber,Mailed Check,1
C0540,56,11,44.7,468.17,month-to-month,None,,1
C0541,56,11,44.7,519.54,month-to-month,None,Credit Card,1
C0542,56,11,44.7,507.98,Two Year,None,Credit Card,0
C0543,,11,44.7,511.6,Month-to-Month,DSL,Bank Transfer,1
C0544,56,,44.7,-21.73,Two Year,Fiber,Mailed Check,0
C0545,56,11,44.7,478.11,Two Year,None,Credit Card,0
C0546,56,11,44.7,518.54,Two Year,None,Credit Card,0
C0547,56,11,44.7,540.4,Month-to-Month,,Mailed Check,1
C0548,56,11,44.7,519.22,One Year,Fiber,Credit Card,0
C0549,56,11,44.7,519.24,Two Year,Fiber,Credit Card,0
C0550,56,,44.7,-22.98,One Year,Fiber,Bank Transfer,0
C0551,56,11,44.7,510.26,One Year,None,Bank Transfer,0
C0552,56,11,,,Month-to-Month,Fiber,Mailed Check,1
C0553,unknown,11,44.7,452.21,One Year,Fiber,Credit Card,0
C0554,56,11,,,Month-to-Month,,Bank Transfer,1
C0555,56,11,44.7,523.89,One Year,Fiber,Bank Transfer,0
C0556,56,11,44.7,,Month-to-Month,None,Bank Transfer,1
C0557,56,11,44.7,501.46,Month-to-Month,Fiber,Bank Transfer,1
C0558,56,11,44.7,515.08,Month-to-Month,None,Credit Card,1
C0559,56,,44.7,-1.17,One Year,DSL,Credit Card,0
C0560,56,11,44.7,459.57,Month-to-Month,fiber,Credit Card,1
C0561,56,11,44.7,549.04,One Year,fiber,Credit Card,0
C0562,,11,44.7,521.92,Two Year,Fiber,Bank Transfer,0
C0563,56,11,44.7,454.05,Month-to-Month,Fiber,Mailed Check,1
C0564,unknown,11,44.7,,Month-to-Month,Fiber,Mailed Check,1
C0565,56,11,44.7,540.37,Month-to-Month,DSL,Mailed Check,1
C0566,56,11,44.7,550.23,month-to-month,fiber,Credit Card,1
C0567,56,11,44.7,,One Year,DSL,Bank Transfer,0
C0568,56,11,,,Month-to-Month,DSL,Credit Card,1
C0569,56,11,44.7,510.55,Month-to-Month,Fiber,Credit Card,1
C0570,56,11,,,One Year,None,Credit Card,0
C0571,56,11,44.7,484.51,month-to-month,,Bank Transfer,1
C0572,,11,44.7,498.57,Two Year,Fiber,,0
C0573,56,11,44.7,435.96,One Year,DSL,Credit Card,0
C0574,56,11,44.7,510.86,Month-to-Month,Fiber,Credit Card,1
C0575,56,11,,,Month-to-Month,DSL,Mailed Check,1
C0576,56,11,44.7,523.44,Month-to-Month,DSL,Credit Card,1
C0577,56,11,44.7,511.28,Month-to-Month,Fiber,Mailed Check,1
C0578,56,11,44.7,457.57,Month-to-Month,Fiber,Mailed Check,1
C0579,56,11,44.7,526.65,Month-to-Month,Fiber,Mailed Check,1
C0580,56,11,,,Month-to-Month,DSL,Bank Transfer,1
C0581,56,11,44.7,454.33,month-to-month,DSL,Bank Transfer,1
C0582,56,11,44.7,498.64,One Year,Fiber,Bank Transfer,0
C0583,56,11,44.7,511.09,Two Year,None,Bank Transfer,0
C0584,56,,44.7,26.44,Two Year,None,Bank Transfer,0
C0585,56,11,44.7,513.33,Month-to-Month,Fiber,Credit Card,1
C0586,56,11,44.7,,Two Year,Fiber,Bank Transfer,0
C0587,56,11,44.7,452.77,Month-to-Month,None,Bank Transfer,1
C0588,56,11,44.7,,One Year,,Mailed Check,0
C0589,56,11,44.7,468.96,Month-to-Month,Fiber,Mailed Check,1
C0590,56,11,44.7,494.09,,Fiber,Bank Transfer,0
C0591,56,,44.7,16.62,Month-to-Month,Fiber,Credit Card,0
C0592,56,11,44.7,,Month-to-Month,DSL,Mailed Check,1
C0593,56,11,44.7,534.25,month-to-month,Fiber,Bank Transfer,1
C0594,56,11,44.7,444.04,Month-to-Month,Fiber,Mailed Check,1
C0595,,11,44.7,483.21,One Year,DSL,Mailed Check,0
C0596,56,11,44.7,,Two Year,DSL,Credit Card,0
C0597,unknown,11,44.7,473.13,Two Year,Fiber,Mailed Check,0
C0598,56,11,44.7,534.26,,Fiber,Credit Card,0
C0599,56,11,44.7,417.07,,DSL,Credit Card,0
C0600,56,11,44.7,530.01,Month-to-Month,Fiber,Bank Transfer,1
C0601,56,11,44.7,501.84,Two Year,Fiber,Credit Card,0
C0602,56,11,44.7,541.99,One Year,fiber,Mailed Check,0
C0603,56,11,44.7,463.33,One Year,Fiber,Credit Card,0
C0604,56,11,44.7,501.86,Month-to-Month,None,Credit Card,1
C0605,56,11,44.7,463.56,One Year,fiber,Bank Transfer,0
C0606,56,11,44.7,524.72,,Fiber,Mailed Check,0
C0607,,11,44.7,523.54,month-to-month,Fiber,Mailed Check,1
C0608,56,11,44.7,544.54,Month-to-Month,DSL,Mailed Check,1
C0609,56,11,44.7,491.69,Month-to-Month,fiber,Bank Transfer,1
C0610,56,11,44.7,554.28,Month-to-Month,fiber,Credit Card,1
C0611,56,11,44.7,461.26,Two Year,None,Credit Card,0
C0612,56,11,44.7,490.08,Two Year,Fiber,Credit Card,0
C0613,56,11,44.7,462.23,Month-to-Month,DSL,Bank Transfer,1
C0614,56,11,44.7,497.58,Month-to-Month,Fiber,Bank Transfer,1
C0615,56,11,44.7,464.58,Month-to-Month,DSL,Bank Transfer,1
C0616,56,,44.7,33.12,Month-to-Month,Fiber,Mailed Check,0
C0617,56,11,44.7,,month-to-month,Fiber,Bank Transfer,1
C0618,,11,44.7,505.96,One Year,None,Credit Card,0
C0619,56,11,44.7,466.57,Month-to-Month,DSL,Credit Card,1
C0620,56,11,,,One Year,Fiber,Mailed Check,0
C0621,unknown,11,44.7,459.32,Month-to-Month,Fiber,Mailed Check,1
C0622,56,11,,,,fiber,Mailed Check,0
C0623,,,44.7,-24.06,Month-to-Month,None,Credit Card,0
C0624,56,11,,,Month-to-Month,Fiber,,1
C0625,56,11,44.7,532.68,Month-to-Month,Fiber,Credit Card,1
C0626,56,11,44.7,506.78,One Year,Fiber,Credit Card,0
C0627,56,11,44.7,545.59,One Year,fiber,,0
C0628,56,11,44.7,460.91,Two Year,DSL,Credit Card,0
C0629,56,11,44.7,528.6,Month-to-Month,DSL,Bank Transfer,1
C0630,56,11,44.7,483.17,Month-to-Month,DSL,Credit Card,1
C0631,56,11,44.7,539.42,Month-to-Month,Fiber,Bank Transfer,1
C0632,56,11,44.7,476.12,One Year,None,Mailed Check,0
C0633,56,11,44.7,481.47,Month-to-Month,DSL,Credit Card,0
C0634,56,,44.7,-17.81,One Year,Fiber,Bank Transfer,0
C0635,,11,,,month-to-month,Fiber,Credit Card,1
C0636,56,11,44.7,486.73,month-to-month,DSL,Bank Transfer,1
C0637,56,11,,,Month-to-Month,fiber,Credit Card,1
C0638,56,,44.7,-34.6,Month-to-Month,Fiber,Credit Card,0
C0639,56,,44.7,-50.62,Month-to-Month,fiber,Credit Card,0
C0640,56,11,44.7,437.88,One Year,None,Credit Card,0
C0641,56,11,44.7,451.04,Two Year,Fiber,Mailed Check,0
C0642,56,11,44.7,475.92,Month-to-Month,Fiber,Credit Card,1
C0643,56,11,44.7,497.03,Month-to-Month,Fiber,Credit Card,1
C0644,56,11,44.7,503.71,Two Year,None,Bank Transfer,0
C0645,56,11,,,month-to-month,Fiber,Credit Card,1
C0646,56,11,44.7,495.63,Month-to-Month,Fiber,Mailed Check,1
C0647,56,11,44.7,437.8,One Year,DSL,,0
C0648,56,11,44.7,536.41,Month-to-Month,None,Bank Transfer,1
C0649,56,11,44.7,458.17,Month-to-Month,Fiber,Mailed Check,1
C0650,56,11,44.7,480.94,month-to-month,Fiber,Bank Transfer,1
C0651,56,11,44.7,494.12,Two Year,DSL,Credit Card,0
C0652,56,11,44.7,471.27,Two Year,DSL,Bank Transfer,0
C0653,56,11,44.7,436.32,Month-to-Month,None,Bank Transfer,1
C0654,56,11,44.7,519.29,Two Year,Fiber,Bank Transfer,0
C0655,56,,44.7,3.72,Month-to-Month,None,Mailed Check,0
C0656,56,11,,,Month-to-Month,DSL,Bank Transfer,1
C0657,56,11,44.7,467.95,One Year,DSL,Mailed Check,0
C0658,,11,44.7,489.48,Month-to-Month,DSL,Mailed Check,1
C0659,56,11,44.7,489.43,Two Year,Fiber,Bank Transfer,0
C0660,56,11,,,One Year,Fiber,Bank Transfer,0
C0661,56,11,44.7,,Month-to-Month,DSL,Credit Card,1
C0662,56,,44.7,15.17,Month-to-Month,DSL,,0
C0663,,11,44.7,536.37,Month-to-Month,DSL,Bank Transfer,1
C0664,56,,44.7,,Month-to-Month,Fiber,Credit Card,0
C0665,56,11,44.7,524.55,One Year,fiber,Credit Card,0
C0666,56,11,44.7,504.71,Two Year,DSL,Bank Transfer,0
C0667,56,,44.7,16.79,Month-to-Month,Fiber,Credit Card,0
C0668,,11,44.7,,Month-to-Month,Fiber,Credit Card,1
C0669,56,11,44.7,467.29,One Year,None,Bank Transfer,0
C0670,56,11,44.7,512.16,Two Year,None,Credit Card,0
C0671,56,11,44.7,495.49,Month-to-Month,DSL,Bank Transfer,1
C0672,56,11,44.7,471.45,Month-to-Month,fiber,Credit Card,1
C0673,56,11,,,One Year,Fiber,Credit Card,0
C0674,56,11,44.7,479.61,Month-to-Month,Fiber,Bank Transfer,1
C0675,56,11,44.7,495.65,Month-to-Month,fiber,Bank Transfer,1
C0676,unknown,11,44.7,474.01,Two Year,fiber,Credit Card,0
C0677,,11,44.7,482.9,One Year,DSL,Credit Card,0
C0678,56,11,44.7,,One Year,fiber,Bank Transfer,0
C0679,,11,44.7,448.22,Two Year,Fiber,Credit Card,0
C0680,56,11,44.7,438.42,One Year,fiber,Credit Card,0
C0681,unknown,,44.7,31.92,Month-to-Month,Fiber,Credit Card,1
C0682,56,11,44.7,505.03,Month-to-Month,Fiber,Mailed Check,1
C0683,56,11,44.7,524.74,Month-to-Month,Fiber,Mailed Check,1
C0684,56,11,44.7,507.37,Month-to-Month,Fiber,Mailed Check,1
C0685,56,11,44.7,488.76,One Year,Fiber,Mailed Check,0
C0686,56,,44.7,17.21,month-to-month,Fiber,Bank Transfer,0
C0687,56,11,44.7,453.41,,Fiber,Bank Transfer,0
C0688,56,11,44.7,496.07,One Year,Fiber,Bank Transfer,0
C0689,56,11,44.7,473.28,Month-to-Month,DSL,Credit Card,1
C0690,unknown,11,44.7,512.56,Month-to-Month,Fiber,Bank Transfer,1
C0691,56,11,44.7,,Two Year,Fiber,Mailed Check,0
C0692,56,11,44.7,457.47,One Year,None,Bank Transfer,0
C0693,56,11,,,One Year,fiber,Credit Card,0
C0694,56,11,44.7,477.37,Two Year,None,Credit Card,0
C0695,56,11,44.7,,Two Year,Fiber,Bank Transfer,0
C0696,56,11,44.7,454.05,Two Year,None,Bank Transfer,0
C0697,56,11,44.7,420.41,Month-to-Month,Fiber,Mailed Check,1
C0698,56,,44.7,-10.16,Two Year,Fiber,Credit Card,0
C0699,,11,44.7,469.87,month-to-month,Fiber,Mailed Check,1
C0700,56,,,,Month-to-Month,None,Bank Transfer,0
C0701,56,11,44.7,491.98,One Year,Fiber,Mailed Check,0
C0702,56,11,44.7,496.4,Month-to-Month,Fiber,Bank Transfer,1
C0703,56,11,44.7,522.41,,Fiber,Bank Transfer,0
C0704,56,11,44.7,,Month-to-Month,fiber,Bank Transfer,1
C0705,56,11,44.7,,One Year,DSL,Mailed Check,0
C0706,56,11,44.7,,Month-to-Month,Fiber,,1
C0707,56,11,44.7,554.81,Two Year,DSL,Credit Card,0
C0708,56,11,44.7,,Month-to-Month,DSL,Credit Card,1
C0709,56,11,44.7,509.59,Month-to-Month,DSL,Mailed Check,1
C0710,56,11,44.7,478.06,Month-to-Month,Fiber,Bank Transfer,1
C0711,56,11,44.7,485.14,month-to-month,fiber,Bank Transfer,1
C0712,56,11,44.7,493.27,Month-to-Month,Fiber,Bank Transfer,1
C0713,56,11,44.7,459.88,Month-to-Month,DSL,Credit Card,1
C0714,56,11,44.7,521.03,Two Year,Fiber,Mailed Check,0
C0715,56,,44.7,,One Year,Fiber,Mailed Check,0
C0716,,11,,,month-to-month,Fiber,Credit Card,1
C0717,56,11,44.7,428.53,Month-to-Month,DSL,Credit Card,1
C0718,56,,44.7,-9.07,One Year,Fiber,Mailed Check,0
C0719,,11,,,Month-to-Month,None,Credit Card,1
C0720,unknown,11,44.7,,Month-to-Month,Fiber,Mailed Check,1
C0721,56,11,44.7,413.61,One Year,DSL,Credit Card,0
C0722,56,11,44.7,537.61,One Year,None,Bank Transfer,0
C0723,,11,44.7,511.65,Two Year,DSL,Mailed Check,0
C0724,56,11,44.7,481.89,Month-to-Month,None,Bank Transfer,1
C0725,56,11,44.7,485.3,Month-to-Month,DSL,Bank Transfer,1
C0726,56,11,44.7,507.04,Month-to-Month,Fiber,Bank Transfer,1
C0727,56,,44.7,58.05,,None,Credit Card,0
C0728,56,11,44.7,486.21,Month-to-Month,Fiber,Credit Card,1
C0729,56,11,44.7,481.0,Month-to-Month,DSL,,1
C0730,56,11,44.7,493.06,Month-to-Month,None,Mailed Check,1
C0731,56,11,44.7,493.24,One Year,Fiber,Bank Transfer,0
C0732,56,11,,,Month-to-Month,Fiber,Credit Card,1
C0733,56,11,,,month-to-month,DSL,Credit Card,1
C0734,,11,44.7,506.71,Month-to-Month,None,Credit Card,1
C0735,56,11,,,month-to-month,fiber,Bank Transfer,1
C0736,56,11,44.7,475.69,Month-to-Month,DSL,Mailed Check,1
C0737,56,11,,,One Year,DSL,Bank Transfer,0
C0738,56,11,44.7,504.74,month-to-month,fiber,Mailed Check,1
C0739,56,11,44.7,505.96,Month-to-Month,Fiber,Credit Card,1
C0740,,11,44.7,,,Fiber,Credit Card,0
C0741,56,11,44.7,484.19,Month-to-Month,None,Credit Card,1
C0742,56,11,44.7,459.6,month-to-month,None,Bank Transfer,1
C0743,56,11,44.7,496.42,One Year,fiber,Credit Card,0
C0744,56,11,44.7,491.89,Month-to-Month,Fiber,,1
C0745,56,11,44.7,461.67,Month-to-Month,Fiber,Credit Card,1
C0746,56,11,44.7,483.19,Month-to-Month,Fiber,Mailed Check,1
C0747,56,11,44.7,532.74,Month-to-Month,Fiber,Bank Transfer,1
C0748,56,11,44.7,456.64,Month-to-Month,Fiber,,1
C0749,56,11,44.7,525.98,Month-to-Month,None,Bank Transfer,1
C0750,56,11,44.7,439.72,Month-to-Month,Fiber,Mailed Check,1
C0751,56,11,44.7,568.8,Two Year,None,Credit Card,0
C0752,56,11,44.7,450.95,Month-to-Month,Fiber,Mailed Check,1
C0753,56,11,,,Month-to-Month,DSL,Mailed Check,1
C0754,56,,44.7,-1.47,One Year,Fiber,Credit Card,0
C0755,56,11,44.7,486.89,Month-to-Month,Fiber,Credit Card,1
C0756,,,,,Month-to-Month,Fiber,Bank Transfer,0
C0757,56,11,44.7,510.15,Month-to-Month,,Mailed Check,1
C0758,56,11,44.7,545.06,month-to-month,None,Bank Transfer,1
C0759,56,11,44.7,483.84,Two Year,DSL,Bank Transfer,0
C0760,unknown,11,44.7,564.95,Month-to-Month,Fiber,Credit Card,1
C0761,56,11,44.7,545.99,One Year,fiber,Credit Card,0
C0762,56,11,44.7,447.47,One Year,Fiber,Mailed Check,0
C0763,56,11,44.7,491.65,One Year,Fiber,Credit Card,0
C0764,56,11,,,One Year,DSL,Bank Transfer,0
C0765,56,11,44.7,484.86,One Year,fiber,Mailed Check,0
C0766,56,11,44.7,,Month-to-Month,Fiber,Credit Card,1
C0767,56,11,44.7,464.96,Month-to-Month,Fiber,Bank Transfer,1
C0768,56,11,44.7,489.84,Month-to-Month,fiber,Credit Card,1
C0769,56,11,44.7,509.08,month-to-month,Fiber,Bank Transfer,1
C0770,56,11,44.7,416.37,One Year,Fiber,Credit Card,0
C0771,56,11,44.7,519.79,Two Year,DSL,Mailed Check,0
C0772,56,11,44.7,497.24,,fiber,Credit Card,0
C0773,56,,44.7,46.76,Month-to-Month,DSL,Bank Transfer,0
C0774,56,11,44.7,478.54,One Year,,Bank Transfer,0
C0775,56,11,44.7,474.53,One Year,DSL,Credit Card,0
C0776,56,11,44.7,468.0,,Fiber,Mailed Check,0
C0777,56,11,44.7,507.38,,,Credit Card,0
C0778,56,11,44.7,436.66,One Year,Fiber,Bank Transfer,0
C0779,56,11,44.7,469.95,Month-to-Month,Fiber,Credit Card,1
C0780,56,11,44.7,,Two Year,DSL,Bank Transfer,0
C0781,56,,,,Month-to-Month,Fiber,Credit Card,0
C0782,56,11,44.7,497.7,Two Year,Fiber,Bank Transfer,0
C0783,56,11,,,month-to-month,Fiber,Credit Card,1
C0784,56,11,44.7,528.89,Month-to-Month,Fiber,Mailed Check,1
C0785,unknown,11,,,One Year,None,Credit Card,0
C0786,56,11,44.7,479.81,Month-to-Month,DSL,Mailed Check,1
C0787,56,11,,,Month-to-Month,,Mailed Check,1
C0788,56,11,,,Month-to-Month,Fiber,Credit Card,1
C0789,56,11,44.7,488.48,Two Year,Fiber,Bank Transfer,0
C0790,56,11,,,month-to-month,Fiber,Credit Card,1
C0791,,11,44.7,521.68,month-to-month,Fiber,Credit Card,1
C0792,56,11,44.7,462.5,Month-to-Month,Fiber,Mailed Check,0
C0793,56,11,44.7,521.91,month-to-month,None,Bank Transfer,1
C0794,56,11,44.7,,Two Year,fiber,Bank Transfer,0
C0795,56,11,44.7,483.4,Month-to-Month,,Credit Card,1
C0796,56,11,44.7,505.23,Month-to-Month,Fiber,Credit Card,1
C0797,56,11,,,Month-to-Month,fiber,Credit Card,1
C0798,,11,44.7,553.19,month-to-month,Fiber,Mailed Check,1
C0799,56,11,44.7,491.72,One Year,Fiber,Bank Transfer,0
C0800,56,,,,Two Year,fiber,Mailed Check,0
C0801,56,11,,,Month-to-Month,DSL,Credit Card,1
C0802,56,11,,,Two Year,Fiber,Credit Card,0
C0803,56,11,44.7,508.49,Month-to-Month,Fiber,Credit Card,1
C0804,56,11,,,Month-to-Month,Fiber,Credit Card,1
C0805,56,11,44.7,497.33,One Year,None,Credit Card,0
C0806,56,11,44.7,462.13,Month-to-Month,DSL,Mailed Check,1
C0807,56,11,44.7,483.18,Two Year,,Mailed Check,0
C0808,,11,44.7,450.51,Month-to-Month,Fiber,Bank Transfer,0
C0809,56,11,44.7,502.24,One Year,Fiber,Bank Transfer,0
C0810,56,11,44.7,548.63,Month-to-Month,DSL,Credit Card,1
C0811,56,11,44.7,463.26,One Year,DSL,Mailed Check,0
C0812,56,11,44.7,445.42,Month-to-Month,Fiber,Credit Card,1
C0813,56,11,44.7,472.72,Month-to-Month,None,Mailed Check,1
C0814,56,11,44.7,484.62,month-to-month,fiber,Bank Transfer,1
C0815,56,,44.7,22.33,Month-to-Month,fiber,Credit Card,0
C0816,56,11,44.7,481.53,Two Year,None,Mailed Check,0
C0817,56,11,44.7,502.8,,fiber,Credit Card,0
C0818,56,11,44.7,476.79,Month-to-Month,DSL,Bank Transfer,1
C0819,56,11,,,Month-to-Month,None,Bank Transfer,1
C0820,56,11,44.7,486.22,One Year,Fiber,Credit Card,0
C0821,56,11,44.7,521.41,,Fiber,Bank Transfer,0
C0822,56,11,44.7,474.09,month-to-month,Fiber,Bank Transfer,1
C0823,56,11,44.7,474.75,One Year,DSL,Mailed Check,0
C0824,56,11,44.7,504.4,Two Year,Fiber,Credit Card,0
C0825,,11,44.7,457.67,Month-to-Month,,Mailed Check,1
